ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,launch_month,launch_dow,duration
117760229,Emoji Go Global: EdTech video game,Software,Technology,USD,11/17/17,10000.0,10/18/17 13:53,214.0,canceled,4,US,93.0,214.0,10000.0,10,4,29
1177602554,Days of Dust,Narrative Film,Film & Video,USD,2/13/15,4604.0,1/29/15 20:14,4645.0,successful,19,US,4645.0,4645.0,4604.0,1,5,14
1177603575,Tower 57,Video Games,Games,EUR,9/2/15,45000.0,8/3/15 17:38,51504.0,successful,1984,DE,56608.75,57364.98,50120.85,8,2,29
117761037,"Nate Hale's First Album: ""Seasons""",Music,Music,USD,6/15/12,7000.0,4/16/12 20:04,7170.0,successful,110,US,7170.0,7170.0,7000.0,4,2,59
1177618507,Work In Progress: A Computer for a Mom,Mixed Media,Art,USD,2/21/15,5000.0,1/22/15 2:04,26.0,failed,2,US,26.0,26.0,5000.0,1,5,30
117763120,In The Hands Of Others,Fiction,Publishing,USD,3/26/14,20000.0,2/24/14 13:42,1719.0,failed,19,US,1719.0,1719.0,20000.0,2,2,29
1177645869,Timothy Weber writes Demon Hunters (Canceled),Fiction,Publishing,USD,10/7/12,10000.0,9/7/12 1:07,40.0,canceled,2,US,40.0,40.0,10000.0,9,6,30
1177647256,FlipGrip iPhone and iPad Case,Hardware,Technology,USD,4/14/13,15000.0,3/20/13 17:41,500.0,failed,15,US,500.0,500.0,15000.0,3,4,24
117764804,beMyndful: turn over the phone….turn over a new leaf,Apps,Technology,USD,5/18/16,10000.0,4/18/16 21:06,5.0,canceled,1,US,5.0,5.0,10000.0,4,2,29
117764810,Aloha Pops take Hawaii! Fresh Ingredients & Local Flavors!,Food,Food,USD,12/16/12,7500.0,11/18/12 4:22,7805.0,successful,79,US,7805.0,7805.0,7500.0,11,1,28
1177648551,Southern Matzah Brei,Small Batch,Food,USD,7/29/14,20.0,7/9/14 19:34,30.0,successful,2,US,30.0,30.0,20.0,7,4,19
1177654139,The FreeHand Travel Companion,Product Design,Design,USD,1/19/16,60000.0,11/20/15 21:24,4299.0,failed,57,US,4299.0,4299.0,60000.0,11,6,59
1177657414,"""Grand Theft Audio"" New CD/DVD Collection from Insane Ian",Indie Rock,Music,USD,5/15/11,1750.0,3/31/11 17:33,2293.0,successful,13,US,2293.0,2293.0,1750.0,3,5,44
1177657788,"Out On A Limb: The ""Save the Angel Oak"" Shoot",Documentary,Film & Video,USD,5/1/11,24580.0,4/7/11 10:15,1010.0,failed,17,US,1010.0,1010.0,24580.0,4,5,24
1177666155,Green Street,Webcomics,Comics,USD,2/20/16,6000.0,1/21/16 20:47,102.0,failed,4,US,102.0,102.0,6000.0,1,5,29
1177666579,""" Wheels Of Street """,Film & Video,Film & Video,EUR,10/31/16,200.0,9/17/16 0:01,1.0,failed,1,FR,0.0,1.11,221.86,9,7,44
1177667831,LOVE RADIO,Audio,Journalism,EUR,3/25/16,30000.0,2/24/16 19:33,90.0,failed,3,ES,99.4,102.89,34295.91,2,4,29
1177676663,ENCODED,Action,Film & Video,USD,7/5/16,11000.0,5/6/16 20:59,0.0,failed,0,US,0.0,0.0,11000.0,5,6,59
1177679127,Macro Cheese | An album dedicated to the beauty of detail,Fine Art,Photography,USD,12/4/15,1500.0,11/24/15 22:31,0.0,failed,0,US,0.0,0.0,1500.0,11,3,9
1177682686,Roo's DIY Character Concept Sheet Free Template,Illustration,Art,USD,9/10/14,300.0,8/16/14 5:58,315.0,successful,16,US,315.0,315.0,300.0,8,7,25
1177683325,"Fitness Exercise Plank Workout, Sliding Fitness Exerciser",Product Design,Design,USD,2/14/15,5000.0,12/16/14 20:51,24997.0,successful,71,US,24997.0,24997.0,5000.0,12,3,59
1177688897,The Nonparell Full Length Worship Album,Rock,Music,USD,5/28/11,3000.0,4/28/11 1:17,4366.0,successful,51,US,4366.0,4366.0,3000.0,4,5,30
1177690034,An Artist's Dream,Illustration,Art,USD,9/3/15,2500.0,8/4/15 20:26,61.0,failed,3,US,61.0,61.0,2500.0,8,3,29
1177696605,Becoming Positive: The Art of Living in Happiness,Periodicals,Publishing,USD,12/9/15,8000.0,11/9/15 2:36,79.0,failed,1,US,79.0,79.0,8000.0,11,2,30
1177701846,Novatia Tryer,Performances,Dance,USD,10/22/16,3000.0,9/22/16 16:44,3015.0,successful,58,US,87.0,3015.0,3000.0,9,5,29
1177718256,Martha Phibbs Embroidery,Embroidery,Crafts,USD,10/17/14,8000.0,9/17/14 2:25,30.0,failed,2,US,30.0,30.0,8000.0,9,4,30
1177721442,New Computers For Stormblades Gaming (Suspended),Gaming Hardware,Games,USD,9/4/15,3500.0,8/5/15 21:26,0.0,suspended,0,US,0.0,0.0,3500.0,8,4,29
1177725972,Fear Eats the Seoul,Narrative Film,Film & Video,USD,3/1/12,2000.0,1/4/12 6:50,3016.0,successful,63,US,3016.0,3016.0,2000.0,1,4,57
1177726183,100 Paintings 100 Days 100 Thoughts,Painting,Art,USD,3/7/12,5000.0,2/6/12 21:00,621.0,failed,12,US,621.0,621.0,5000.0,2,2,29
1177728387,No4 Optics,Product Design,Design,USD,9/24/15,18000.0,8/25/15 0:52,156.0,failed,2,US,156.0,156.0,18000.0,8,3,30
117773547,"THE IDEA EXCHANGE - refresh website, add mobile app.",Apps,Technology,USD,8/17/15,9000.0,7/20/15 21:25,25.0,failed,1,US,25.0,25.0,9000.0,7,2,27
1177743688,Tempus CRT1: A Motorcycle Inspired Electric Bike,Technology,Technology,CAD,6/15/17,20000.0,5/16/17 14:08,20131.0,successful,21,CA,29.24,15224.23,15125.16,5,3,29
1177749524,Before the Thunder,Shorts,Film & Video,USD,10/17/17,7000.0,9/13/17 9:43,7578.21,successful,30,US,0.0,7578.21,7000.0,9,4,34
117776208,MAKE 100: Postcard Set by Nathania,Illustration,Art,AUD,2/22/17,300.0,1/23/17 14:21,355.0,successful,25,AU,30.22,272.59,230.36,1,2,29
1177764869,Nualgi - Nature's Solution to Water Pollution & Toxic Algae,Technology,Technology,USD,12/8/14,100000.0,11/24/14 17:59,1851.0,failed,31,US,1851.0,1851.0,100000.0,11,2,13
1177765490,MountainCity Mischief,Music,Music,USD,3/2/16,23000.0,1/28/16 2:28,25964.0,successful,136,US,25964.0,25964.0,23000.0,1,5,34
1177771377,Citizen Jane: transformative citizenship - the book!,Nonfiction,Publishing,USD,5/2/13,6000.0,4/2/13 16:41,6449.0,successful,52,US,6449.0,6449.0,6000.0,4,3,29
1177772988,SUET - A Game of Evil Geniuses and Doomsday Devices!,Tabletop Games,Games,USD,3/16/16,10000.0,1/16/16 2:03,2267.0,canceled,45,US,2267.0,2267.0,10000.0,1,7,60
1177775166,A Leash That Doesn't Feel Like a Leash,Product Design,Design,USD,10/5/16,17600.0,9/7/16 17:05,27587.0,successful,517,US,6757.0,27587.0,17600.0,9,4,27
1177786330,HELLBOUND: A 16mm Film,Horror,Film & Video,USD,12/28/16,3000.0,12/7/16 7:48,3231.48,successful,81,US,0.0,3231.48,3000.0,12,4,21
1177792439,Sams Tail Country-Wide Dog Rescue Website/App,Apps,Technology,USD,2/20/15,5000.0,1/21/15 22:36,1.0,failed,1,US,1.0,1.0,5000.0,1,4,29
1177794641,Love Wins- A Powerful Archive of LGBTQ Love Stories,People,Photography,USD,3/25/16,25000.0,2/24/16 18:00,12450.0,canceled,176,US,12450.0,12450.0,25000.0,2,4,29
1177796074,Smallest and Cheapest Arduino! ATTINY85 Programable Board,Hardware,Technology,EUR,8/26/15,1500.0,7/27/15 19:53,1937.0,successful,57,NL,2126.79,2182.61,1690.2,7,2,29
1177796224,Bianca's Bistro has the Coolest Coffee,Food,Food,USD,10/11/14,10000.0,9/11/14 19:33,352.0,failed,3,US,352.0,352.0,10000.0,9,5,29
1177804847,The People's Garden Project,Food,Food,USD,7/31/13,7500.0,6/27/13 20:34,8660.0,successful,157,US,8660.0,8660.0,7500.0,6,5,33
1177816315,White Lily,Shorts,Film & Video,GBP,9/8/13,4000.0,8/5/13 21:21,4132.0,successful,91,GB,6317.2,6540.67,6331.72,8,2,33
1177831818,Postcards for When You Don't Go Anywhere,Illustration,Art,USD,7/9/15,160.0,6/9/15 2:46,0.0,failed,0,US,0.0,0.0,160.0,6,3,30
1177834132,Anthro Borgs (Canceled),Tabletop Games,Games,USD,11/28/14,16000.0,11/1/14 11:11,1663.0,canceled,26,US,1663.0,1663.0,16000.0,11,7,27
117783447,BIKE FOR PEACE (Why TF Knot?),Documentary,Film & Video,USD,9/9/16,5250.0,8/10/16 5:20,0.0,failed,0,US,0.0,0.0,5250.0,8,4,30
117783485,Photo Shoot Fall & Winter Collection,Accessories,Fashion,USD,11/2/15,1500.0,9/23/15 16:51,125.0,failed,3,US,125.0,125.0,1500.0,9,4,39
1177836667,First Takes and Second Guesses,Country & Folk,Music,USD,4/26/15,2750.0,3/27/15 14:15,3017.0,successful,44,US,3017.0,3017.0,2750.0,3,6,29
1177838378,The Peacekeeper: Sheets That Can Change Your Life,Product Design,Design,USD,12/9/17,30000.0,10/29/17 18:58,1220.0,failed,11,US,300.0,1220.0,30000.0,10,1,40
1177843279,"We All Love Our ""Popper Wands"" (Canceled)",Design,Design,USD,7/7/14,15000.0,6/7/14 17:43,0.0,canceled,0,US,0.0,0.0,15000.0,6,7,29
1177856354,Two Bit Poems - A Poem a Day for 25 Cents,Poetry,Publishing,USD,4/1/12,775.0,3/27/12 2:37,32.0,failed,2,US,32.0,32.0,775.0,3,3,5
1177856899,Lord of Magic,Video Games,Games,USD,10/26/15,8000.0,10/6/15 17:41,305.0,failed,5,US,305.0,305.0,8000.0,10,3,19
1177861118,Take Morris Drive To The Streets!,Music,Music,USD,7/18/12,200.0,6/18/12 1:07,217.0,successful,13,US,217.0,217.0,200.0,6,2,30
1177862349,Sundae Comics,Comics,Comics,USD,11/13/15,125000.0,10/14/15 20:38,1.0,failed,1,US,1.0,1.0,125000.0,10,4,29
1177866082,Food We Love to Eat,Cookbooks,Food,NZD,8/7/14,5000.0,7/8/14 12:24,0.0,failed,0,NZ,0.0,0.0,4239.08,7,3,29
1177867953,Diary of A Crochet Geek : Jewelry Patterns,Crafts,Crafts,USD,9/26/13,1300.0,8/27/13 21:29,250.0,failed,10,US,250.0,250.0,1300.0,8,3,29
1177874282,Bad Choices the Film/Documentary (Canceled),Documentary,Film & Video,USD,8/25/11,7000.0,5/27/11 3:13,0.0,canceled,0,US,0.0,0.0,7000.0,5,6,90
1177887862,PARANOIA,Thrillers,Film & Video,USD,10/25/14,2500.0,9/25/14 21:38,3150.0,successful,68,US,3150.0,3150.0,2500.0,9,5,29
1177889038,Tight Whips,Film & Video,Film & Video,USD,12/2/17,50000.0,10/3/17 6:58,0.0,failed,0,US,0.0,0.0,50000.0,10,3,60
1177894483,CordLite - illuminated Charger Cable for your iPhone,Product Design,Design,USD,6/27/12,70000.0,5/18/12 15:57,73062.0,successful,1231,US,73062.0,73062.0,70000.0,5,6,39
1177904821,KnifeMagazine,Publishing,Publishing,USD,11/21/14,14000.0,10/22/14 18:13,0.0,failed,0,US,0.0,0.0,14000.0,10,4,29
1177907721,Garden City Public Mural Project 2015,Public Art,Art,USD,7/16/15,6000.0,6/16/15 22:43,1000.0,failed,8,US,1000.0,1000.0,6000.0,6,3,29
1177908568,Bringing Back the World’s Favourite Coffee,Documentary,Film & Video,GBP,6/5/14,35000.0,5/6/14 16:28,240.0,failed,9,GB,405.06,403.81,58888.85,5,3,29
1177911288,EavesDrop,Apps,Technology,GBP,9/26/14,37000.0,8/12/14 13:08,1000.0,failed,1,GB,1677.88,1630.84,60341.17,8,3,44
1177911609,BBQ sauce. One of a kind recipe!,Food,Food,USD,4/29/14,80000.0,2/28/14 1:39,139.0,failed,7,US,139.0,139.0,80000.0,2,6,60
1177914907,Dark Lands (Canceled),Video Games,Games,CAD,2/23/14,10000.0,1/28/14 8:10,4081.25,canceled,70,CA,3686.31,3670.85,8994.42,1,3,26
1177915248,Rocking Monsters: Amazing Wooden Toys For Amazing Kids,Design,Design,USD,1/20/18,5000.0,12/5/17 17:50,5668.0,live,47,US,129.0,5668.0,5000.0,12,3,45
117792103,Red Hot Annie's First Aerial Act @ Windy City Burlesque Fest,Performance Art,Art,USD,4/19/12,1700.0,3/30/12 15:19,2205.69,successful,43,US,2205.69,2205.69,1700.0,3,6,19
1177921091,SnappyMapz: Citizen Photojournalism Evolved,Apps,Technology,USD,3/30/15,25000.0,1/29/15 5:16,102.0,failed,3,US,102.0,102.0,25000.0,1,5,60
1177923467,"Restoration of Historic Neon Sign on Route 66, Amboy, CA",Design,Design,USD,6/12/13,16000.0,5/13/13 20:48,1036.0,failed,13,US,1036.0,1036.0,16000.0,5,2,29
1177924691,Tensegrity Tower,Sculpture,Art,USD,2/1/14,50.0,1/2/14 22:16,84.0,successful,10,US,84.0,84.0,50.0,1,5,29
117792530,Lumi-Cord Beta: Battery-Free EL Wire Alternative,Product Design,Design,USD,8/25/13,6000.0,8/9/13 9:37,48437.11,successful,1102,US,48437.11,48437.11,6000.0,8,6,16
1177928643,Fallalypse,Video Games,Games,GBP,9/29/17,200.0,8/30/17 11:50,206.0,successful,7,GB,25.88,275.81,267.78,8,4,30
117795411,The Bad Bad Things,Rock,Music,USD,2/12/12,1600.0,1/4/12 21:14,2422.0,successful,33,US,2422.0,2422.0,1600.0,1,4,38
1177954967,"Fancy Pincushions, (A study of the Lethality of Wararrows)",Woodworking,Crafts,USD,2/27/15,3000.0,1/13/15 2:48,3072.0,successful,57,US,3072.0,3072.0,3000.0,1,3,45
1177969720,Chain Mail Hair Accessories,Accessories,Fashion,USD,6/27/14,1000.0,5/28/14 23:06,1190.0,successful,23,US,1190.0,1190.0,1000.0,5,4,29
1177969976,SOCCER CHALLENGE | App | for PLAYERS,Apps,Technology,EUR,10/20/17,13500.0,9/20/17 21:31,22.0,failed,1,AT,26.34,26.0,15954.24,9,4,29
1177972558,Here's Your Problem: Caller Id single and B-Side recording,Rock,Music,USD,5/21/16,1200.0,5/12/16 23:30,1225.0,successful,23,US,1225.0,1225.0,1200.0,5,5,8
1177975589,See Through Love book trailer,Film & Video,Film & Video,CAD,5/15/15,10000.0,4/9/15 6:42,200.0,undefined,0,"N,0""",,166.15,8307.72,4,5,36
117797875,"""Vanishing Point"" : Japan Disaster Recovery photo exhibits",Photography,Photography,USD,8/1/11,1200.0,7/2/11 23:11,1807.0,successful,43,US,1807.0,1807.0,1200.0,7,7,29
1177981330,Wood Craft Photos - Transferring High Quality Images On Wood,Photography,Photography,USD,3/3/13,10000.0,2/1/13 8:29,861.0,failed,22,US,861.0,861.0,10000.0,2,6,30
1177991137,Up Up Down Down: the series,Webseries,Film & Video,USD,8/4/11,3000.0,5/6/11 19:22,774.0,failed,10,US,774.0,774.0,3000.0,5,6,89
1178002251,Parker and Steve: a bromcom (web series),Webseries,Film & Video,USD,7/29/13,1799.0,5/31/13 19:36,378.0,failed,11,US,378.0,378.0,1799.0,5,6,58
1178011141,"""Phony Clown"" - a new album by Ron Levi. (Canceled)",Pop,Music,USD,3/17/11,8500.0,2/15/11 16:32,0.0,canceled,0,US,0.0,0.0,8500.0,2,3,29
1178017856,Legacy Leather: Handmade Leather Goods. Good for Life.,Accessories,Fashion,USD,6/24/15,6000.0,5/25/15 19:01,7847.0,successful,56,US,7847.0,7847.0,6000.0,5,2,29
1178022248,SACRED SIGHTS ~ MEXICO,Photography,Photography,USD,11/26/12,9000.0,11/21/12 3:07,450.0,failed,6,US,450.0,450.0,9000.0,11,4,5
1178034775,Let's Explore Magazine | Issue 00 | Theme: Belonging,Periodicals,Publishing,EUR,12/9/15,9000.0,11/9/15 0:34,9606.59,successful,221,NL,10318.62,10519.24,9855.02,11,2,30
1178044998,"Debut Album, Award Winning Juilliard Trained Violinist",Classical Music,Music,USD,3/9/16,6200.0,2/27/16 17:25,6609.0,successful,101,US,6609.0,6609.0,6200.0,2,7,10
1178055594,Digital Entrepreneur Workshop - Launch 1000 New Businesses,Web,Technology,USD,3/19/15,100000.0,2/17/15 19:01,111.0,failed,3,US,111.0,111.0,100000.0,2,3,29
1178056732,PASSOUT BEER PONG LEAUGE,Tabletop Games,Games,USD,2/22/15,100000.0,1/23/15 23:16,0.0,failed,0,US,0.0,0.0,100000.0,1,6,29
1178057043,"Boulder Denim | Ultra-stretch, stain resistant premium denim",Apparel,Fashion,USD,1/8/16,15000.0,11/19/15 15:25,90530.0,successful,686,US,90530.0,90530.0,15000.0,11,5,49
1178067412,ONEIDNET Social Professional Commercial Corporate Platform,Web,Technology,USD,3/24/17,545539.0,2/22/17 19:24,1.0,failed,1,US,0.0,1.0,545539.0,2,4,29
1178070729,BOTTLE ROOM: A Six Page Adventure,Comics,Comics,USD,10/21/11,600.0,9/16/11 16:35,205.0,failed,3,US,205.0,205.0,600.0,9,6,34
1178071614,Pacbitun Farm,Installations,Art,CAD,12/20/14,25000.0,11/10/14 14:28,660.0,failed,1,CA,582.29,569.36,21566.6,11,2,39
1178074805,Star Witch Enamel Pins,Accessories,Fashion,CAD,10/18/17,450.0,9/18/17 22:32,78.0,failed,5,CA,0.0,62.43,360.17,9,2,29
1178082123,SPECIAL PEOPLE CARDS,Art,Art,USD,9/29/14,200.0,8/30/14 3:27,0.0,failed,0,US,0.0,0.0,200.0,8,7,30
1178096382,Hollywood Muzik II,Hip-Hop,Music,USD,5/22/15,3500.0,3/23/15 20:22,3616.0,successful,47,US,3616.0,3616.0,3500.0,3,2,59
1178133644,bread head,Food,Food,USD,8/20/14,200.0,7/21/14 20:20,0.0,failed,0,US,0.0,0.0,200.0,7,2,29
1178137706,After The  End - A Novel,Fiction,Publishing,USD,3/29/14,14750.0,2/27/14 3:38,1325.0,failed,16,US,1325.0,1325.0,14750.0,2,5,30
1178139367,Traveling across Siberia,Documentary,Film & Video,USD,9/11/17,42000.0,7/13/17 0:19,26.0,failed,2,US,0.0,26.0,42000.0,7,5,60
1178140740,Bring Back the Arcade!  Custom Pinball Art Show,Art,Art,USD,3/14/13,75000.0,2/12/13 20:31,15807.0,failed,160,US,15807.0,15807.0,75000.0,2,3,29
1178150363,U Vü Smartphone Action Pack,Product Design,Design,USD,10/3/17,50000.0,8/19/17 0:09,2585.0,canceled,23,US,2320.0,2585.0,50000.0,8,7,45
117815336,THIRD CONTACT on the BIG SCREEN - EVERYONE'S INVITED!,Narrative Film,Film & Video,GBP,7/11/13,15000.0,5/16/13 1:00,15486.5,successful,435,GB,23716.69,23397.75,22662.72,5,5,56
1178156433,Syracuse Fringe Festival: Make Art at the Edge!,Theater,Theater,USD,12/4/12,1550.0,11/4/12 3:16,1695.0,successful,29,US,1695.0,1695.0,1550.0,11,1,30
1178174823,iXtreme Adventure and Gaming Case for iPhone 4 & 5,Product Design,Design,USD,12/16/12,100000.0,11/1/12 18:50,35980.0,canceled,81,US,35980.0,35980.0,100000.0,11,5,44
1178174910,Percy the Pigeon,Children's Books,Publishing,GBP,3/26/17,1300.0,1/25/17 11:14,1387.45,successful,63,GB,176.31,1733.81,1624.53,1,4,60
1178177146,Extreme Music/Video Challenge In 2 Weeks.,Film & Video,Film & Video,USD,3/21/12,3500.0,2/11/12 0:23,0.0,failed,0,US,0.0,0.0,3500.0,2,7,39
1178181522,Jackie's Gaming Art: Traditional Fan Art Book of 2016,Illustration,Art,CAD,3/9/17,2000.0,1/18/17 2:37,600.0,failed,16,CA,324.16,444.31,1481.04,1,4,50
1178184003,Planting Cards for your Garden,Food,Food,USD,5/1/14,4500.0,4/3/14 0:00,569.0,failed,14,US,569.0,569.0,4500.0,4,5,28
1178189335,Family Doctor: Listening to the Heart of A Community,Nonfiction,Publishing,USD,7/30/12,5700.0,7/9/12 16:12,5965.0,successful,67,US,5965.0,5965.0,5700.0,7,2,20
1178192214,Our Big Gay World,Documentary,Film & Video,USD,3/11/14,50000.0,2/9/14 2:35,75.0,failed,4,US,75.0,75.0,50000.0,2,1,30
1178197943,Surveillance EP - Bringing a new twist to alternative music,Music,Music,GBP,7/24/13,410.0,6/24/13 22:14,5.0,failed,2,GB,7.71,7.7,631.39,6,2,29
1178199299,JustMount: The Ideal Wall Organizer for iPhone & TidyTilt+,Product Design,Design,USD,1/28/13,10000.0,12/15/12 7:45,33885.0,successful,794,US,33885.0,33885.0,10000.0,12,7,44
1178205855,Garden gnomes for indoor plants,Product Design,Design,CAD,4/17/17,500.0,4/3/17 18:03,1187.0,successful,24,CA,327.36,881.02,371.11,4,2,13
1178207358,Discoveries Promotional Channel,Webseries,Film & Video,USD,1/5/16,10000.0,12/6/15 4:50,0.0,failed,0,US,0.0,0.0,10000.0,12,1,30
117822374,AIRION Wireless Smartbag (Canceled),Product Design,Design,CAD,9/13/15,30000.0,8/4/15 16:38,2091.0,canceled,9,CA,1594.63,1605.13,23029.09,8,3,39
1178223961,The Meatloaf Shop/More Original Title TBD,Restaurants,Food,USD,12/6/15,1000000.0,11/6/15 22:03,152.0,failed,4,US,152.0,152.0,1000000.0,11,6,29
1178229943,NoWhere - Away From Home (Canceled),Video Games,Games,USD,2/18/16,10000.0,1/19/16 20:02,95.0,canceled,5,US,95.0,95.0,10000.0,1,3,29
1178242131,"Samurai Sauce! Tasty,versatile and vegan friendly!",Vegan,Food,GBP,4/16/15,8000.0,3/17/15 15:40,1.0,failed,1,GB,1.48,1.5,12017.24,3,3,29
1178249643,Arcano NES Chiptune Synth II - 2nd Production Run!,Sound,Technology,USD,4/6/17,3000.0,3/14/17 14:30,4650.0,successful,50,US,85.0,4650.0,3000.0,3,3,22
1178254292,ALZ Nutrition RDA Calculator,Technology,Technology,USD,1/18/15,5000.0,12/4/14 3:47,75.0,failed,2,US,75.0,75.0,5000.0,12,5,45
117825919,Carriers:  Episode 2,Webseries,Film & Video,USD,7/12/14,1000.0,5/13/14 21:20,195.0,failed,8,US,195.0,195.0,1000.0,5,3,59
1178263113,Make #HaitiLaugh,Film & Video,Film & Video,USD,11/12/12,42000.0,10/11/12 18:37,1225.0,failed,20,US,1225.0,1225.0,42000.0,10,5,31
